Offence,Year,Number,Rate,State,Sex
02 Acts intended to cause injury,2023–24,10098,392.3,Western Australia,Unknown
03 Sexual assault and related offences,2023–24,1437,55.8,Western Australia,Unknown
04 Dangerous/negligent acts(f) ,2023–24,168,6.5,Western Australia,Unknown
05 Abduction/harassment,2023–24,1319,51.2,Western Australia,Unknown
01 Homicide and related offences,2024–25,73,2.7,Western Australia,Unknown
02 Acts intended to cause injury,2024–25,11232,422.9,Western Australia,Unknown
03 Sexual assault and related offences,2024–25,1660,62.5,Western Australia,Unknown
04 Dangerous/negligent acts(f) ,2024–25,275,10.4,Western Australia,Unknown
05 Abduction/harassment,2024–25,1639,61.7,Western Australia,Unknown
01 Homicide and related offences,2008–09,17,7.9,Tasmania,Male
02 Acts intended to cause injury,2008–09,1754,811.8,Tasmania,Male
03 Sexual assault and related offences,2008–09,84,38.9,Tasmania,Male
04 Dangerous/negligent acts(d),2008–09,20,9.3,Tasmania,Male
05 Abduction/harassment,2008–09,15,6.9,Tasmania,Male
06 Robbery/extortion,2008–09,72,33.3,Tasmania,Male
07 Unlawful entry with intent,2008–09,427,197.6,Tasmania,Male
08 Theft,2008–09,741,343,Tasmania,Male
09 Fraud/deception,2008–09,267,123.6,Tasmania,Male
10 Illicit drug offences,2008–09,1543,714.2,Tasmania,Male
11 Weapons/explosives,2008–09,184,85.2,Tasmania,Male
12 Property damage and environmental pollution,2008–09,582,269.4,Tasmania,Male
13 Public order offences,2008–09,3001,1389,Tasmania,Male
15 Offences against justice(e) ,2008–09,879,406.8,Tasmania,Male
16 Miscellaneous offences,2008–09,2016,933.1,Tasmania,Male
01 Homicide and related offences,2009–10,15,6.9,Tasmania,Male
02 Acts intended to cause injury,2009–10,1728,790.2,Tasmania,Male
03 Sexual assault and related offences,2009–10,78,35.7,Tasmania,Male
04 Dangerous/negligent acts(d),2009–10,4,1.8,Tasmania,Male
05 Abduction/harassment,2009–10,15,6.9,Tasmania,Male
06 Robbery/extortion,2009–10,82,37.5,Tasmania,Male
07 Unlawful entry with intent,2009–10,387,177,Tasmania,Male
08 Theft,2009–10,798,364.9,Tasmania,Male
09 Fraud/deception,2009–10,209,95.6,Tasmania,Male
10 Illicit drug offences,2009–10,1479,676.3,Tasmania,Male
11 Weapons/explosives,2009–10,184,84.1,Tasmania,Male
12 Property damage and environmental pollution,2009–10,489,223.6,Tasmania,Male
13 Public order offences,2009–10,3700,1692,Tasmania,Male
15 Offences against justice(e) ,2009–10,914,418,Tasmania,Male
16 Miscellaneous offences,2009–10,1225,560.2,Tasmania,Male
01 Homicide and related offences,2010–11,15,6.8,Tasmania,Male
02 Acts intended to cause injury,2010–11,1558,704.5,Tasmania,Male
03 Sexual assault and related offences,2010–11,120,54.3,Tasmania,Male
04 Dangerous/negligent acts(d),2010–11,8,3.6,Tasmania,Male
05 Abduction/harassment,2010–11,15,6.8,Tasmania,Male
06 Robbery/extortion,2010–11,63,28.5,Tasmania,Male
07 Unlawful entry with intent,2010–11,338,152.8,Tasmania,Male
08 Theft,2010–11,840,379.8,Tasmania,Male
09 Fraud/deception,2010–11,200,90.4,Tasmania,Male
10 Illicit drug offences,2010–11,1460,660.2,Tasmania,Male
11 Weapons/explosives,2010–11,152,68.7,Tasmania,Male
12 Property damage and environmental pollution,2010–11,447,202.1,Tasmania,Male
13 Public order offences,2010–11,4090,1849.4,Tasmania,Male
15 Offences against justice(e) ,2010–11,723,326.9,Tasmania,Male
16 Miscellaneous offences,2010–11,931,421,Tasmania,Male
01 Homicide and related offences,2011–12,8,3.6,Tasmania,Male
02 Acts intended to cause injury,2011–12,1546,695.7,Tasmania,Male
03 Sexual assault and related offences,2011–12,86,38.7,Tasmania,Male
04 Dangerous/negligent acts(d),2011–12,0,0,Tasmania,Male
05 Abduction/harassment,2011–12,7,3.1,Tasmania,Male
06 Robbery/extortion,2011–12,59,26.5,Tasmania,Male
07 Unlawful entry with intent,2011–12,301,135.4,Tasmania,Male
08 Theft,2011–12,716,322.2,Tasmania,Male
09 Fraud/deception,2011–12,162,72.9,Tasmania,Male
10 Illicit drug offences,2011–12,1331,598.9,Tasmania,Male
11 Weapons/explosives,2011–12,346,155.7,Tasmania,Male
12 Property damage and environmental pollution,2011–12,443,199.3,Tasmania,Male
13 Public order offences,2011–12,3935,1770.7,Tasmania,Male
15 Offences against justice(e) ,2011–12,689,310,Tasmania,Male
16 Miscellaneous offences,2011–12,1198,539.1,Tasmania,Male
01 Homicide and related offences,2012–13,16,7.2,Tasmania,Male
02 Acts intended to cause injury,2012–13,1263,568.4,Tasmania,Male
03 Sexual assault and related offences,2012–13,80,36,Tasmania,Male
04 Dangerous/negligent acts(d),2012–13,0,0,Tasmania,Male
05 Abduction/harassment,2012–13,8,3.6,Tasmania,Male
06 Robbery/extortion,2012–13,82,36.9,Tasmania,Male
07 Unlawful entry with intent,2012–13,285,128.3,Tasmania,Male
08 Theft,2012–13,644,289.8,Tasmania,Male
09 Fraud/deception,2012–13,150,67.5,Tasmania,Male
10 Illicit drug offences,2012–13,1106,497.8,Tasmania,Male
11 Weapons/explosives,2012–13,318,143.1,Tasmania,Male
12 Property damage and environmental pollution,2012–13,409,184.1,Tasmania,Male
13 Public order offences,2012–13,3038,1367.3,Tasmania,Male
15 Offences against justice(e) ,2012–13,545,245.3,Tasmania,Male
16 Miscellaneous offences,2012–13,1046,470.8,Tasmania,Male
01 Homicide and related offences,2013–14,17,7.6,Tasmania,Male
02 Acts intended to cause injury,2013–14,1325,596.1,Tasmania,Male
03 Sexual assault and related offences,2013–14,112,50.4,Tasmania,Male
04 Dangerous/negligent acts(d),2013–14,0,0,Tasmania,Male
05 Abduction/harassment,2013–14,15,6.7,Tasmania,Male
06 Robbery/extortion,2013–14,41,18.4,Tasmania,Male
07 Unlawful entry with intent,2013–14,239,107.5,Tasmania,Male
08 Theft,2013–14,612,275.3,Tasmania,Male
09 Fraud/deception,2013–14,124,55.8,Tasmania,Male
10 Illicit drug offences,2013–14,1067,480,Tasmania,Male
11 Weapons/explosives,2013–14,285,128.2,Tasmania,Male
12 Property damage and environmental pollution,2013–14,378,170.1,Tasmania,Male
13 Public order offences,2013–14,2432,1094.1,Tasmania,Male
15 Offences against justice(e) ,2013–14,542,243.8,Tasmania,Male
16 Miscellaneous offences,2013–14,1013,455.7,Tasmania,Male
01 Homicide and related offences,2014–15,10,4.5,Tasmania,Male
02 Acts intended to cause injury,2014–15,1305,586.4,Tasmania,Male
03 Sexual assault and related offences,2014–15,94,42.2,Tasmania,Male
04 Dangerous/negligent acts(d),2014–15,0,0,Tasmania,Male
05 Abduction/harassment,2014–15,9,4,Tasmania,Male
06 Robbery/extortion,2014–15,51,22.9,Tasmania,Male
07 Unlawful entry with intent,2014–15,263,118.2,Tasmania,Male
08 Theft,2014–15,508,228.3,Tasmania,Male
09 Fraud/deception,2014–15,157,70.5,Tasmania,Male
10 Illicit drug offences,2014–15,1089,489.3,Tasmania,Male
11 Weapons/explosives,2014–15,325,146,Tasmania,Male
12 Property damage and environmental pollution,2014–15,334,150.1,Tasmania,Male
13 Public order offences,2014–15,2595,1166,Tasmania,Male
15 Offences against justice(e) ,2014–15,458,205.8,Tasmania,Male
16 Miscellaneous offences,2014–15,1251,562.1,Tasmania,Male
01 Homicide and related offences,2015–16,6,2.7,Tasmania,Male
02 Acts intended to cause injury,2015–16,1379,617.7,Tasmania,Male
03 Sexual assault and related offences,2015–16,96,43,Tasmania,Male
04 Dangerous/negligent acts(d),2015–16,4,1.8,Tasmania,Male
05 Abduction/harassment,2015–16,10,4.5,Tasmania,Male
06 Robbery/extortion,2015–16,49,21.9,Tasmania,Male
07 Unlawful entry with intent,2015–16,229,102.6,Tasmania,Male
08 Theft,2015–16,473,211.9,Tasmania,Male
09 Fraud/deception,2015–16,181,81.1,Tasmania,Male
10 Illicit drug offences,2015–16,1087,486.9,Tasmania,Male
11 Weapons/explosives,2015–16,306,137.1,Tasmania,Male
12 Property damage and environmental pollution,2015–16,350,156.8,Tasmania,Male
13 Public order offences,2015–16,2590,1160.2,Tasmania,Male
15 Offences against justice(e) ,2015–16,577,258.5,Tasmania,Male
16 Miscellaneous offences,2015–16,652,292.1,Tasmania,Male
01 Homicide and related offences,2016–17,16,7.1,Tasmania,Male
02 Acts intended to cause injury,2016–17,1359,600.8,Tasmania,Male
03 Sexual assault and related offences,2016–17,109,48.2,Tasmania,Male
04 Dangerous/negligent acts(d),2016–17,0,0,Tasmania,Male
05 Abduction/harassment,2016–17,19,8.4,Tasmania,Male
